0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		
0.000000		0.001663		0.000788		0.000011		0.000000		0.000000		0.000000		0.000000		-0.000000		-0.000000		-0.000000		-0.000000		-0.000007		-0.000786		-0.001666		0.000000		
0.000000		0.001335		0.001339		0.000021		0.000000		0.000000		0.000000		0.000000		-0.000000		-0.000000		-0.000000		-0.000000		-0.000012		-0.001338		-0.001349		0.000000		
0.000000		0.000883		0.000896		0.000018		0.000000		0.000000		0.000000		0.000000		-0.000000		-0.000000		-0.000000		-0.000000		-0.000008		-0.000895		-0.000900		0.000000		
0.000000		0.000438		0.000448		0.000010		0.000000		0.000000		0.000000		0.000000		-0.000000		-0.000000		-0.000000		-0.000000		-0.000004		-0.000447		-0.000450		0.000000		
0.000000		-0.000000		0.000000		-0.000000		-0.000000		-0.000000		-0.000000		0.000000		0.000000		0.000000		0.000000		-0.000000		0.000000		0.000000		0.000000		0.000000		
0.000000		-0.000438		-0.000448		-0.000010		-0.000000		-0.000000		-0.000000		-0.000000		0.000000		0.000000		0.000000		0.000000		0.000004		0.000447		0.000450		0.000000		
0.000000		-0.000883		-0.000896		-0.000018		-0.000000		-0.000000		-0.000000		-0.000000		0.000000		0.000000		0.000000		0.000000		0.000008		0.000895		0.000900		0.000000		
0.000000		-0.001335		-0.001339		-0.000021		-0.000000		-0.000000		-0.000000		-0.000000		0.000000		0.000000		0.000000		0.000000		0.000012		0.001338		0.001349		0.000000		
0.000000		-0.001663		-0.000788		-0.000011		-0.000000		-0.000000		-0.000000		-0.000000		0.000000		0.000000		0.000000		0.000000		0.000007		0.000786		0.001666		0.000000		
0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		
