0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		
0.720000		0.019599		0.002674		0.000035		0.000002		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000001		0.000024		0.002623		0.011192		0.720000		
1.280000		0.056689		0.003440		0.000046		0.000002		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000002		0.000030		0.003247		0.019988		1.280000		
1.680000		0.107810		0.004818		0.000065		0.000002		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000002		0.000040		0.004394		0.026314		1.680000		
1.920000		0.154780		0.005732		0.000079		0.000002		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000002		0.000047		0.005085		0.030096		1.920000		
2.000000		0.174074		0.006055		0.000083		0.000002		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000002		0.000049		0.005316		0.031354		2.000000		
1.920000		0.154780		0.005732		0.000079		0.000002		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000002		0.000047		0.005085		0.030096		1.920000		
1.680000		0.107810		0.004818		0.000065		0.000002		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000002		0.000040		0.004394		0.026314		1.680000		
1.280000		0.056689		0.003440		0.000046		0.000002		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000002		0.000030		0.003247		0.019988		1.280000		
0.720000		0.019599		0.002674		0.000035		0.000002		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000001		0.000024		0.002623		0.011192		0.720000		
0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		0.000000		
